Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Volume,Taker Buy Quote Volume,Ignore
2024-02-19,2881.20000000,2984.52000000,2856.93000000,2944.80000000,446451.04010000,2024-02-19 23:59:59.999,1302430726.12966100,1539410,227406.12000000,663377285.58220500,0
2024-02-20,2944.80000000,3033.09000000,2874.56000000,3014.81000000,634681.74710000,2024-02-20 23:59:59.999,1868745481.64754900,1517960,326652.00620000,962250454.92416700,0
2024-02-21,3014.81000000,3017.15000000,2868.00000000,2967.90000000,595955.00330000,2024-02-21 23:59:59.999,1746960179.79394000,1256455,304412.85950000,892448097.68690600,0
2024-02-22,2967.91000000,3036.02000000,2906.51000000,2971.40000000,563525.99360000,2024-02-22 23:59:59.999,1676206889.45140500,1205856,287462.40820000,855123373.24319600,0
2024-02-23,2971.40000000,2993.80000000,2906.05000000,2922.24000000,428826.57870000,2024-02-23 23:59:59.999,1261137725.51195200,1003464,213798.49070000,628768240.52667000,0
2024-02-24,2922.25000000,3007.48000000,2906.40000000,2992.62000000,243854.07830000,2024-02-24 23:59:59.999,721993808.56619300,718718,129344.76130000,382999668.62912800,0
2024-02-25,2992.62000000,3122.00000000,2983.61000000,3112.59000000,412306.22370000,2024-02-25 23:59:59.999,1257766106.54629900,1085332,214481.50730000,654277370.55054800,0
2024-02-26,3112.60000000,3196.00000000,3036.59000000,3175.94000000,546722.77470000,2024-02-26 23:59:59.999,1703165045.24149200,1391934,261235.60850000,814240988.84789700,0
2024-02-27,3175.95000000,3288.14000000,3160.02000000,3242.36000000,625939.12210000,2024-02-27 23:59:59.999,2025805516.97493300,1676466,313778.34230000,1015674724.02560100,0
2024-02-28,3242.35000000,3488.00000000,3176.16000000,3383.10000000,947538.76600000,2024-02-28 23:59:59.999,3153201034.91476300,2442603,475465.52590000,1583075300.15767100,0
2024-02-29,3383.11000000,3522.81000000,3300.00000000,3340.09000000,759698.11230000,2024-02-29 23:59:59.999,2608623102.49017000,2112875,391723.24190000,1346123911.22761600,0
2024-03-01,3340.10000000,3450.00000000,3338.54000000,3433.43000000,412788.57730000,2024-03-01 23:59:59.999,1405295834.57269400,1263130,199773.66220000,680364451.59478500,0
2024-03-02,3433.42000000,3460.04000000,3390.01000000,3421.40000000,283984.94480000,2024-03-02 23:59:59.999,971756920.45120900,926113,138242.27780000,473033589.27969500,0
2024-03-03,3421.39000000,3491.80000000,3360.00000000,3487.81000000,341631.53100000,2024-03-03 23:59:59.999,1172272660.98449000,1116823,168839.16330000,579484704.66524300,0
2024-03-04,3487.80000000,3640.94000000,3423.78000000,3627.76000000,715360.63610000,2024-03-04 23:59:59.999,2526905041.93919000,1953764,355054.02440000,1255112595.62117600,0
2024-03-05,3627.75000000,3822.04000000,3200.00000000,3553.65000000,1392904.86400000,2024-03-05 23:59:59.999,5043847679.68348000,3265582,683199.44230000,2476743374.29051500,0
2024-03-06,3553.66000000,3900.00000000,3499.40000000,3818.59000000,969494.71000000,2024-03-06 23:59:59.999,3652250924.27773700,2555462,479721.07800000,1807560970.84809900,0
2024-03-07,3818.58000000,3933.81000000,3735.00000000,3868.76000000,540780.67500000,2024-03-07 23:59:59.999,2067607917.44370900,1636716,272250.41110000,1041269288.71933800,0
2024-03-08,3868.76000000,3993.75000000,3820.00000000,3883.36000000,646399.25890000,2024-03-08 23:59:59.999,2534209920.00556500,1657141,322673.29910000,1265164190.07271500,0
2024-03-09,3883.37000000,3942.00000000,3870.01000000,3905.21000000,254839.13860000,2024-03-09 23:59:59.999,995823688.31355300,819335,128650.61440000,502755116.16450300,0
2024-03-10,3905.20000000,3964.67000000,3791.26000000,3878.47000000,356664.68000000,2024-03-10 23:59:59.999,1393415653.98342000,1195480,170475.83890000,666139346.30435300,0
2024-03-11,3878.47000000,4086.23000000,3722.95000000,4064.80000000,721554.51390000,2024-03-11 23:59:59.999,2874119154.30335900,1894504,332359.66550000,1322703936.94677500,0
2024-03-12,4064.80000000,4093.92000000,3828.98000000,3979.96000000,632787.39410000,2024-03-12 23:59:59.999,2522475873.08181000,1878541,317065.07300000,1263946890.58018300,0
2024-03-13,3979.97000000,4083.00000000,3932.23000000,4004.79000000,482305.77660000,2024-03-13 23:59:59.999,1933909390.30212400,1536498,246106.07390000,986890622.14806200,0
2024-03-14,4004.79000000,4010.98000000,3723.00000000,3881.70000000,648237.52450000,2024-03-14 23:59:59.999,2520007951.69120000,1919963,314205.63220000,1221942698.65234600,0
2024-03-15,3881.69000000,3934.02000000,3570.00000000,3742.19000000,947537.40710000,2024-03-15 23:59:59.999,3513477459.32044900,2487337,465197.94890000,1725903963.68835700,0
2024-03-16,3742.19000000,3781.12000000,3468.80000000,3523.09000000,548288.15690000,2024-03-16 23:59:59.999,1999176881.31261500,1798939,262005.60190000,956602039.48655800,0
2024-03-17,3523.09000000,3678.68000000,3412.00000000,3644.71000000,517790.99360000,2024-03-17 23:59:59.999,1843487764.62131400,1721355,255961.30400000,911579392.35715800,0
2024-03-18,3644.70000000,3645.02000000,3454.09000000,3520.46000000,570901.28510000,2024-03-18 23:59:59.999,2029690613.72146200,1906387,273425.62550000,972198172.92853300,0
2024-03-19,3520.47000000,3548.09000000,3150.88000000,3158.64000000,1049629.69360000,2024-03-19 23:59:59.999,3474307712.27645600,2647385,486413.34360000,1610306786.63624400,0
2024-03-20,3158.65000000,3535.24000000,3056.56000000,3516.53000000,1207322.82010000,2024-03-20 23:59:59.999,3957251428.89904100,2987953,589456.89720000,1933803131.47832000,0
2024-03-21,3516.53000000,3587.32000000,3412.00000000,3492.85000000,602755.20720000,2024-03-21 23:59:59.999,2114084858.15653500,1791989,295366.00080000,1035991329.66088000,0
2024-03-22,3492.84000000,3542.52000000,3250.00000000,3336.35000000,558848.88800000,2024-03-22 23:59:59.999,1891771641.01900700,1747756,278223.99010000,942265836.84989100,0
2024-03-23,3336.35000000,3435.48000000,3270.08000000,3329.53000000,323675.94480000,2024-03-23 23:59:59.999,1089778379.60122900,1129683,154840.95290000,521336391.12800600,0
2024-03-24,3329.53000000,3471.22000000,3298.76000000,3454.98000000,260824.14080000,2024-03-24 23:59:59.999,879033073.03145400,1090982,131855.25550000,444714434.07356100,0
2024-03-25,3454.99000000,3666.00000000,3420.12000000,3590.42000000,548577.69420000,2024-03-25 23:59:59.999,1945377748.66027000,1610130,294233.11020000,1043376714.76068300,0
2024-03-26,3590.43000000,3678.86000000,3542.62000000,3587.33000000,499013.83840000,2024-03-26 23:59:59.999,1800812035.84622400,1373691,232584.36360000,838803442.55084500,0
2024-03-27,3587.32000000,3665.84000000,3460.02000000,3501.19000000,443195.32970000,2024-03-27 23:59:59.999,1576098628.30797600,1436593,215695.79830000,767206050.83583600,0
2024-03-28,3501.20000000,3611.78000000,3465.00000000,3560.49000000,404654.03110000,2024-03-28 23:59:59.999,1436630524.62304300,1158353,206071.37730000,731610238.59360200,0
2024-03-29,3560.49000000,3584.37000000,3445.91000000,3509.74000000,323086.17900000,2024-03-29 23:59:59.999,1138548291.15838700,951744,153989.35510000,543117114.81437500,0
2024-03-30,3509.74000000,3565.81000000,3485.00000000,3505.64000000,216025.26340000,2024-03-30 23:59:59.999,759625521.45189200,750249,113298.41580000,398420911.34965000,0
2024-03-31,3505.65000000,3655.32000000,3505.09000000,3645.29000000,243464.98770000,2024-03-31 23:59:59.999,878141654.34598200,722927,128657.58320000,463986951.49486600,0
2024-04-01,3645.29000000,3645.95000000,3413.71000000,3503.80000000,408854.12250000,2024-04-01 23:59:59.999,1437691729.03231400,1115133,195398.26160000,687310223.77546700,0
2024-04-02,3503.80000000,3505.60000000,3212.00000000,3278.96000000,623264.64760000,2024-04-02 23:59:59.999,2068004456.06282300,1581408,301656.62520000,1000777383.27724900,0
2024-04-03,3278.96000000,3367.40000000,3202.79000000,3310.83000000,410484.19330000,2024-04-03 23:59:59.999,1358993604.79861500,1113644,203085.14790000,672512688.07080700,0
2024-04-04,3310.83000000,3443.93000000,3250.92000000,3327.40000000,356338.57160000,2024-04-04 23:59:59.999,1187792289.21437100,965695,172474.35660000,575142238.42727000,0
2024-04-05,3327.39000000,3350.00000000,3210.00000000,3317.85000000,344556.79830000,2024-04-05 23:59:59.999,1132252495.88912400,854139,170435.77660000,560317623.71712600,0
2024-04-06,3317.85000000,3398.42000000,3306.68000000,3351.59000000,183312.21250000,2024-04-06 23:59:59.999,612681489.14895400,549985,88419.09800000,295511518.81945200,0
2024-04-07,3351.59000000,3459.94000000,3344.08000000,3454.20000000,210459.07520000,2024-04-07 23:59:59.999,715174110.57383500,748530,105736.65480000,359423500.72974000,0
2024-04-08,3454.20000000,3730.71000000,3406.36000000,3694.61000000,496841.35320000,2024-04-08 23:59:59.999,1787240600.80865700,1333378,278914.02330000,1002520506.69926300,0
2024-04-09,3694.61000000,3727.34000000,3450.46000000,3506.39000000,457592.25200000,2024-04-09 23:59:59.999,1643610851.75092000,1046479,220547.08930000,791949096.35967700,0
2024-04-10,3506.40000000,3562.95000000,3411.82000000,3545.64000000,389404.90550000,2024-04-10 23:59:59.999,1361401195.43178500,915957,192647.04400000,673705538.77826900,0
2024-04-11,3545.64000000,3618.30000000,3474.52000000,3502.52000000,338139.55340000,2024-04-11 23:59:59.999,1197654094.44620700,890107,165840.84360000,587427817.31228900,0
2024-04-12,3502.52000000,3552.40000000,3100.00000000,3237.43000000,697327.11740000,2024-04-12 23:59:59.999,2328197177.42049500,1423600,330495.31490000,1105188365.98685800,0
2024-04-13,3237.42000000,3301.90000000,2852.00000000,3007.01000000,994971.23540000,2024-04-13 23:59:59.999,3066250202.83582600,2037632,462824.48330000,1424811475.09485000,0
2024-04-14,3007.01000000,3174.23000000,2906.73000000,3155.11000000,737580.46660000,2024-04-14 23:59:59.999,2244354713.13561600,1680666,371070.36530000,1128957864.66517200,0
2024-04-15,3155.11000000,3277.85000000,3023.19000000,3101.99000000,605430.88630000,2024-04-15 23:59:59.999,1911310147.23066300,1540774,291924.74400000,921674901.56819200,0
2024-04-16,3102.00000000,3128.01000000,2986.00000000,3084.22000000,526113.85500000,2024-04-16 23:59:59.999,1610290812.17309500,1461779,253281.27950000,775556508.63804200,0
2024-04-17,3084.21000000,3123.75000000,2914.47000000,2985.41000000,491897.56610000,2024-04-17 23:59:59.999,1483253378.35815800,1348404,251660.72620000,759106689.98242100,0
2024-04-18,2985.41000000,3094.40000000,2950.98000000,3064.40000000,389060.71330000,2024-04-18 23:59:59.999,1177977125.35813900,1168254,205229.85030000,621538711.14050200,0
2024-04-19,3064.40000000,3128.89000000,2865.18000000,3056.46000000,607850.40190000,2024-04-19 23:59:59.999,1843119282.76954900,1465901,307900.17740000,934301492.39758900,0
2024-04-20,3056.45000000,3171.88000000,3018.75000000,3155.79000000,242577.63710000,2024-04-20 23:59:59.999,749727918.39625800,812118,124363.79080000,384439163.55444700,0
2024-04-21,3155.79000000,3197.18000000,3116.49000000,3147.67000000,219970.50720000,2024-04-21 23:59:59.999,694988777.19102400,767260,112675.88850000,356074084.71209300,0
2024-04-22,3147.66000000,3235.00000000,3129.15000000,3200.20000000,290879.95690000,2024-04-22 23:59:59.999,928957385.38023000,993579,154288.59180000,492830847.64483600,0
2024-04-23,3200.19000000,3263.61000000,3152.00000000,3219.46000000,253914.22630000,2024-04-23 23:59:59.999,813798516.32038600,844893,130572.45640000,418614329.14076600,0
2024-04-24,3219.46000000,3293.56000000,3104.90000000,3140.80000000,393314.34140000,2024-04-24 23:59:59.999,1261617674.78529500,1130370,194455.12720000,623756637.15722200,0
2024-04-25,3140.79000000,3191.64000000,3072.20000000,3155.80000000,352288.55020000,2024-04-25 23:59:59.999,1104939534.27499700,861077,181392.80070000,568945918.81937700,0
2024-04-26,3155.81000000,3167.70000000,3102.00000000,3131.30000000,252522.65500000,2024-04-26 23:59:59.999,792255507.86255800,628635,127753.63760000,400872715.70927400,0
2024-04-27,3131.30000000,3285.00000000,3066.74000000,3255.56000000,323811.19190000,2024-04-27 23:59:59.999,1027413859.24945700,734026,174549.39360000,553988783.95665500,0
2024-04-28,3255.55000000,3357.40000000,3250.45000000,3263.45000000,304766.00900000,2024-04-28 23:59:59.999,1006628332.29004500,753239,157192.41940000,519222579.01955400,0
2024-04-29,3263.44000000,3286.95000000,3115.13000000,3216.73000000,421831.29120000,2024-04-29 23:59:59.999,1345237182.55342900,943719,211216.56130000,673542868.96057100,0
2024-04-30,3216.74000000,3250.95000000,2921.00000000,3014.05000000,561717.48660000,2024-04-30 23:59:59.999,1710124473.49570300,1292873,267662.56490000,814867898.87844900,0
2024-05-01,3014.04000000,3023.24000000,2817.00000000,2972.46000000,624963.77730000,2024-05-01 23:59:59.999,1827523436.86029300,1365039,303494.86740000,887304179.09162000,0
2024-05-02,2972.46000000,3016.72000000,2893.26000000,2986.19000000,365939.71910000,2024-05-02 23:59:59.999,1084862887.84794300,880167,200507.61300000,594224560.68736500,0
2024-05-03,2986.19000000,3126.99000000,2958.32000000,3102.61000000,355825.83910000,2024-05-03 23:59:59.999,1081409861.15412300,859542,186728.46230000,567590125.82831100,0
2024-05-04,3102.61000000,3168.00000000,3092.85000000,3117.23000000,196263.94880000,2024-05-04 23:59:59.999,613297368.10061800,575026,100770.98200000,314978702.10546600,0
2024-05-05,3117.24000000,3171.93000000,3072.99000000,3136.41000000,218760.26620000,2024-05-05 23:59:59.999,684143592.81457900,600693,115269.44800000,360512833.29317300,0
2024-05-06,3136.40000000,3221.40000000,3046.35000000,3062.60000000,355135.30270000,2024-05-06 23:59:59.999,1111315631.57641400,873200,172864.43340000,541369437.88073600,0
2024-05-07,3062.59000000,3129.85000000,2998.00000000,3005.69000000,298796.68290000,2024-05-07 23:59:59.999,917252045.68820300,815246,139762.85080000,429359938.30876500,0
2024-05-08,3005.69000000,3038.15000000,2936.48000000,2974.21000000,266934.81250000,2024-05-08 23:59:59.999,800460076.63566700,830635,133303.12380000,399808582.39447700,0
2024-05-09,2974.20000000,3059.00000000,2950.77000000,3036.23000000,238561.74620000,2024-05-09 23:59:59.999,715090822.07620500,686147,122805.92150000,368133010.88995100,0
2024-05-10,3036.24000000,3053.89000000,2878.03000000,2909.99000000,327855.87580000,2024-05-10 23:59:59.999,972264869.49205000,891040,154417.06720000,458374734.95848200,0
2024-05-11,2909.98000000,2945.67000000,2886.46000000,2912.45000000,138163.10870000,2024-05-11 23:59:59.999,402989065.56622900,466357,68667.22240000,200322136.66970100,0
2024-05-12,2912.45000000,2955.20000000,2901.17000000,2929.29000000,107670.63230000,2024-05-12 23:59:59.999,315212004.62252900,367990,49118.15230000,143794831.49423000,0
2024-05-13,2929.30000000,2996.40000000,2864.76000000,2950.99000000,368664.76480000,2024-05-13 23:59:59.999,1083553488.62321200,925017,186525.36870000,548782383.79362800,0
2024-05-14,2950.99000000,2960.60000000,2862.00000000,2881.93000000,269675.30370000,2024-05-14 23:59:59.999,783471918.25466600,617845,132978.23300000,386314503.84703400,0
2024-05-15,2881.93000000,3041.36000000,2863.75000000,3032.55000000,350254.31880000,2024-05-15 23:59:59.999,1036063008.59966000,760817,175148.41910000,518053714.89865800,0
2024-05-16,3032.55000000,3041.24000000,2922.80000000,2944.70000000,293874.15130000,2024-05-16 23:59:59.999,876706595.65802700,575271,140171.47960000,418208240.56744600,0
2024-05-17,2944.70000000,3120.00000000,2933.06000000,3092.01000000,357724.77310000,2024-05-17 23:59:59.999,1088374622.99119300,754274,180386.21600000,548948430.85819200,0
2024-05-18,3092.00000000,3146.98000000,3083.61000000,3122.94000000,199976.54560000,2024-05-18 23:59:59.999,622730956.33774800,527531,96341.44610000,300062897.67242900,0
2024-05-19,3122.94000000,3136.64000000,3053.38000000,3071.19000000,166145.01020000,2024-05-19 23:59:59.999,513790068.69183000,470419,74505.58370000,230359925.23298100,0
2024-05-20,3071.20000000,3694.00000000,3047.67000000,3661.78000000,847107.88280000,2024-05-20 23:59:59.999,2853349713.67270100,2226153,442408.94180000,1490710929.53451800,0
2024-05-21,3661.79000000,3841.54000000,3624.28000000,3789.60000000,952437.26940000,2024-05-21 23:59:59.999,3557244460.36325800,2204702,471779.51800000,1762078355.60011000,0
2024-05-22,3789.59000000,3813.69000000,3653.15000000,3737.73000000,574938.30990000,2024-05-22 23:59:59.999,2151256432.12026000,1339940,284002.59130000,1062768583.89509000,0
2024-05-23,3737.72000000,3949.29000000,3498.00000000,3783.61000000,1127866.07600000,2024-05-23 23:59:59.999,4283549690.44118100,2682768,564546.16610000,2145257882.16087900,0
2024-05-24,3783.60000000,3829.61000000,3626.10000000,3728.28000000,479418.43180000,2024-05-24 23:59:59.999,1782983862.21296700,1159074,244045.01040000,907694433.15898100,0
2024-05-25,3728.28000000,3779.43000000,3709.03000000,3749.26000000,158711.89920000,2024-05-25 23:59:59.999,594438275.80513700,503711,81761.11570000,306215084.30222700,0
2024-05-26,3749.25000000,3884.20000000,3731.17000000,3826.47000000,292208.29370000,2024-05-26 23:59:59.999,1115661431.00739700,697286,145205.44390000,554271417.29049900,0
2024-05-27,3826.47000000,3977.00000000,3823.37000000,3894.22000000,363717.64730000,2024-05-27 23:59:59.999,1424169372.46594600,971964,183721.86760000,719417955.98062900,0
2024-05-28,3894.21000000,3931.09000000,3773.90000000,3844.69000000,416249.83440000,2024-05-28 23:59:59.999,1605074794.24835400,941338,206643.35590000,796958340.18732000,0
2024-05-29,3844.69000000,3888.55000000,3742.59000000,3767.43000000,334759.63480000,2024-05-29 23:59:59.999,1274087642.07224300,883401,170583.44410000,649078378.82904600,0
2024-05-30,3767.44000000,3825.35000000,3702.58000000,3747.91000000,277034.28940000,2024-05-30 23:59:59.999,1042146006.39132000,765716,135950.14980000,511516684.88129400,0
2024-05-31,3747.90000000,3849.94000000,3723.75000000,3762.29000000,273406.76600000,2024-05-31 23:59:59.999,1032174005.21667600,680329,136551.98330000,515577099.53857900,0
2024-06-01,3762.29000000,3833.30000000,3752.67000000,3815.82000000,132687.20060000,2024-06-01 23:59:59.999,503500622.83785600,399377,70367.60980000,267068560.05088300,0
2024-06-02,3815.82000000,3838.59000000,3752.62000000,3780.91000000,210295.44070000,2024-06-02 23:59:59.999,798100737.66375700,579563,105997.65180000,402268605.70398100,0
2024-06-03,3780.92000000,3849.99000000,3758.43000000,3767.06000000,248848.70200000,2024-06-03 23:59:59.999,946239636.29637100,648868,125597.95440000,477669466.68620100,0
2024-06-04,3767.07000000,3831.65000000,3730.00000000,3810.23000000,232063.74680000,2024-06-04 23:59:59.999,878533930.59989000,568514,120842.24990000,457585643.87419900,0
2024-06-05,3810.23000000,3887.47000000,3777.33000000,3865.99000000,273738.60350000,2024-06-05 23:59:59.999,1046373693.42242900,645836,143786.33270000,549824316.32802500,0
2024-06-06,3866.00000000,3878.60000000,3760.00000000,3813.46000000,237504.19050000,2024-06-06 23:59:59.999,910751773.18159200,525050,116926.45290000,448449925.76810700,0
2024-06-07,3813.47000000,3841.39000000,3600.00000000,3678.32000000,362223.35940000,2024-06-07 23:59:59.999,1352307567.23834900,894006,163680.68050000,611499294.84940500,0
2024-06-08,3678.31000000,3709.50000000,3660.08000000,3681.57000000,140550.83940000,2024-06-08 23:59:59.999,518118534.03992200,364485,65014.43920000,239672339.12588400,0
2024-06-09,3681.58000000,3721.52000000,3666.36000000,3706.40000000,103451.10200000,2024-06-09 23:59:59.999,381854484.95566000,287960,48702.62220000,179769963.17597400,0
2024-06-10,3706.40000000,3713.67000000,3642.74000000,3667.85000000,156363.18460000,2024-06-10 23:59:59.999,575211243.30527000,391165,74799.52590000,275223031.29794300,0
2024-06-11,3667.85000000,3673.00000000,3432.00000000,3497.33000000,439568.59780000,2024-06-11 23:59:59.999,1552225947.17115500,1036229,207637.60210000,733338576.38693000,0
2024-06-12,3497.33000000,3659.01000000,3462.07000000,3560.12000000,387043.77400000,2024-06-12 23:59:59.999,1384558593.85822000,850527,187121.79170000,669515053.84192500,0
2024-06-13,3560.13000000,3561.65000000,3428.00000000,3469.40000000,300230.82990000,2024-06-13 23:59:59.999,1048214494.75108000,696369,147994.44390000,516749769.17987500,0
2024-06-14,3469.40000000,3532.61000000,3362.26000000,3481.80000000,322316.42140000,2024-06-14 23:59:59.999,1116570671.84894500,746613,159447.81450000,552550731.44663600,0
2024-06-15,3481.80000000,3594.39000000,3473.10000000,3568.74000000,246649.58940000,2024-06-15 23:59:59.999,873576137.27908000,500773,122544.60260000,433959818.41832800,0
2024-06-16,3568.75000000,3653.79000000,3541.05000000,3624.41000000,149839.98200000,2024-06-16 23:59:59.999,537492821.64342800,417858,77834.89670000,279215755.24814800,0
2024-06-17,3624.41000000,3638.37000000,3463.39000000,3511.46000000,337805.64020000,2024-06-17 23:59:59.999,1196162530.91905300,774085,166343.20520000,588834718.23454600,0
2024-06-18,3511.47000000,3517.20000000,3355.00000000,3483.42000000,449913.30140000,2024-06-18 23:59:59.999,1541798882.41169500,1062807,217161.58870000,744297791.43354200,0
2024-06-19,3483.42000000,3590.01000000,3465.65000000,3560.51000000,321500.00270000,2024-06-19 23:59:59.999,1138419054.65292700,712501,162762.02380000,576256549.35841500,0
2024-06-20,3560.51000000,3625.96000000,3486.00000000,3513.08000000,329117.84530000,2024-06-20 23:59:59.999,1170597741.25786900,743896,161277.79050000,573660167.60342100,0
2024-06-21,3513.08000000,3547.55000000,3446.82000000,3518.50000000,342155.10200000,2024-06-21 23:59:59.999,1197095546.23396300,746361,176183.03800000,616476628.14976100,0
2024-06-22,3518.50000000,3521.19000000,3475.09000000,3495.75000000,115774.61570000,2024-06-22 23:59:59.999,405045499.42158200,315684,57671.84140000,201786538.36821800,0
2024-06-23,3495.76000000,3521.45000000,3406.38000000,3420.91000000,133411.43040000,2024-06-23 23:59:59.999,463204539.05644000,338679,67467.46860000,234264816.82869500,0
2024-06-24,3420.91000000,3435.76000000,3240.00000000,3352.73000000,543370.42290000,2024-06-24 23:59:59.999,1807046957.96521900,1222789,262600.40520000,873824151.92476300,0
2024-06-25,3352.74000000,3430.88000000,3336.76000000,3394.91000000,240036.22360000,2024-06-25 23:59:59.999,812730026.84420000,654302,122936.19590000,416346006.72290600,0
2024-06-26,3394.91000000,3426.75000000,3325.01000000,3371.44000000,206949.34180000,2024-06-26 23:59:59.999,699375819.27612800,518727,108326.93730000,366024176.14348900,0
2024-06-27,3371.77000000,3477.00000000,3361.74000000,3450.44000000,201041.66090000,2024-06-27 23:59:59.999,687897292.14541400,530697,108386.89200000,370765787.90538400,0
2024-06-28,3450.44000000,3487.70000000,3365.22000000,3380.15000000,221634.34350000,2024-06-28 23:59:59.999,760116781.02950800,934561,117864.76710000,404433441.06101600,0
2024-06-29,3380.15000000,3408.32000000,3371.86000000,3378.80000000,88329.76510000,2024-06-29 23:59:59.999,299468173.24571800,365755,47423.39680000,160794628.30853200,0
2024-06-30,3378.80000000,3460.00000000,3352.66000000,3438.16000000,141221.61850000,2024-06-30 23:59:59.999,480491273.12148200,557070,80177.99650000,272838936.07012400,0
2024-07-01,3438.16000000,3524.94000000,3423.78000000,3442.20000000,224273.21220000,2024-07-01 23:59:59.999,780112100.20822300,854102,121044.94000000,421096637.78815500,0
2024-07-02,3442.20000000,3464.12000000,3402.00000000,3421.35000000,137932.70140000,2024-07-02 23:59:59.999,473853655.52232200,623720,68282.75840000,234617896.70346100,0
2024-07-03,3421.35000000,3432.10000000,3251.00000000,3295.48000000,310408.45100000,2024-07-03 23:59:59.999,1031040642.94824500,1378502,143212.67230000,475477399.86673600,0
2024-07-04,3295.49000000,3313.45000000,3050.34000000,3059.70000000,450402.56920000,2024-07-04 23:59:59.999,1425360058.27939900,1898898,202136.36830000,639814934.74680600,0
2024-07-05,3059.70000000,3110.00000000,2810.00000000,2981.78000000,886994.37530000,2024-07-05 23:59:59.999,2602693094.46338400,2967124,404744.53170000,1188081864.61790000,0
2024-07-06,2981.79000000,3081.78000000,2955.06000000,3066.83000000,214487.97130000,2024-07-06 23:59:59.999,646245038.47514500,1055462,112962.82100000,340494854.01142700,0
2024-07-07,3066.83000000,3073.08000000,2922.24000000,2931.00000000,179892.76120000,2024-07-07 23:59:59.999,538755029.45987900,878707,86519.91150000,258997896.83998600,0
2024-07-08,2930.99000000,3097.06000000,2822.80000000,3019.01000000,500445.01050000,2024-07-08 23:59:59.999,1484924133.82865400,2222940,246399.41830000,731702626.90189300,0
2024-07-09,3019.01000000,3115.20000000,3004.00000000,3066.65000000,280358.14240000,2024-07-09 23:59:59.999,859567747.66392700,1377129,148692.14930000,455973139.54195900,0
2024-07-10,3066.65000000,3151.51000000,3024.00000000,3101.05000000,270827.08440000,2024-07-10 23:59:59.999,839730659.37295200,1296218,134603.87130000,417474584.80457600,0
2024-07-11,3101.06000000,3217.24000000,3054.76000000,3099.57000000,289229.32000000,2024-07-11 23:59:59.999,907129989.22209600,1413031,148734.73680000,466509910.14770000,0
2024-07-12,3099.57000000,3157.89000000,3045.58000000,3133.88000000,185745.18250000,2024-07-12 23:59:59.999,575599522.85066300,1094915,95406.12530000,295730714.46365600,0
2024-07-13,3133.89000000,3201.80000000,3113.37000000,3175.93000000,119302.47690000,2024-07-13 23:59:59.999,376336968.78329300,591291,60506.12940000,190893440.61093800,0
2024-07-14,3175.93000000,3268.72000000,3163.67000000,3245.08000000,165430.77160000,2024-07-14 23:59:59.999,530204017.16941100,792858,83179.81420000,266820311.32188600,0
2024-07-15,3245.20000000,3493.63000000,3233.22000000,3483.39000000,314296.84520000,2024-07-15 23:59:59.999,1058747637.28826600,1617276,161760.18580000,544978505.52276800,0
2024-07-16,3483.20000000,3498.59000000,3346.55000000,3444.13000000,376128.78690000,2024-07-16 23:59:59.999,1291412549.93776600,1636557,193947.88230000,665961239.71115500,0
2024-07-17,3444.14000000,3517.00000000,3376.00000000,3387.05000000,297812.51620000,2024-07-17 23:59:59.999,1029558208.63679400,1285615,168234.51870000,581998341.75033700,0
2024-07-18,3387.05000000,3489.98000000,3367.20000000,3426.50000000,241950.34570000,2024-07-18 23:59:59.999,829503482.76701200,1165443,128938.74410000,442179155.87365700,0
2024-07-19,3426.49000000,3540.27000000,3377.00000000,3503.53000000,299511.64220000,2024-07-19 23:59:59.999,1034724329.31929600,1262244,158469.64460000,547637460.46681500,0
2024-07-20,3503.53000000,3539.65000000,3480.00000000,3517.50000000,147510.81650000,2024-07-20 23:59:59.999,516504071.76519900,667108,69139.34330000,242092830.77753000,0
2024-07-21,3517.50000000,3547.00000000,3411.40000000,3535.92000000,218890.96560000,2024-07-21 23:59:59.999,764360242.60117400,961322,103673.58990000,362208133.51128900,0
2024-07-22,3535.93000000,3562.82000000,3422.34000000,3439.60000000,207859.50430000,2024-07-22 23:59:59.999,724117324.16912200,1069762,96899.91880000,337741204.49652000,0
2024-07-23,3439.61000000,3541.00000000,3389.00000000,3482.51000000,500568.78110000,2024-07-23 23:59:59.999,1737977523.02278600,1617621,270658.33240000,940075969.46685700,0
2024-07-24,3482.51000000,3487.82000000,3300.00000000,3335.81000000,275479.05060000,2024-07-24 23:59:59.999,940244066.49779700,980283,135067.10600000,461180607.88713700,0
2024-07-25,3335.82000000,3342.50000000,3087.53000000,3175.48000000,494282.63980000,2024-07-25 23:59:59.999,1570457188.18384000,2011527,239121.06120000,759567456.51364500,0
2024-07-26,3175.47000000,3286.36000000,3171.00000000,3274.61000000,260237.46410000,2024-07-26 23:59:59.999,844064770.72481800,1169246,128738.67200000,417477416.18929900,0
2024-07-27,3274.60000000,3327.59000000,3191.01000000,3249.01000000,231991.90370000,2024-07-27 23:59:59.999,757931406.54581500,1076809,118058.31710000,385871810.97083600,0
2024-07-28,3249.00000000,3284.30000000,3198.11000000,3270.16000000,103529.83290000,2024-07-28 23:59:59.999,336422802.72238300,682428,52499.47910000,170673348.40827400,0
